81998,neutral,@DilmeraIndia @AUThackeray @KarandeSubodh @CMOMaharashtra @mybmc @OfficeofUT @AmitV_Deshmukh @rajeshtope11… https://t.co/1C9XRtTz16
20270,positive,RT @lukemarriner244: Been a brilliant evening on my migrant site tonight. Walking round watching the news to find out school is shut and ou…
82867,neutral,"RT @StephenMcGann: Home Secretary! Hello! Now, about those 'low-skilled' jobs you were talking about recently ... paramedic.....carer.... h…"
13710,neutral,"“Canada Extends Plan to Boost Immigration by 10,000 a Year” https://t.co/2z5o4PJ3QZ"
25033,neutral,"RT @RoscoeBDavis1: $10,000,000 for Migrant and Seasonal
Farmworker programs...WTF??

$100,000,000 for ‘‘Job Corps’’,

$15,000,000 for ‘‘Pro…"
7538,neutral,RT @zaharaesque: It is Naomi Shihab Nye's birthday. In her essay 'Remembering Mahmoud Darwish' she recounts an incident about Darwish. Her…
24934,neutral,"RT @Dmess16: Here’s the democrats caring about the American worker 

$300,000,000 for “Migration and Refugee Assistance” https://t.co/1U8pV…"
67085,neutral,RT @RiverNileSchool: Appreciate #ATwitterHand with a RT of our above #Donation call out for our #AsylumSeeker #students with no govt suppor…
31708,neutral,"Remember, back in 2017, after Charlottesville, there was a lot of press attention on Franklin because he ""disagreed… https://t.co/RJkAhlsYxC"
24443,negative,"RT @KentPage: Sham, 8 years of age, lives in the Za'atari refugee camp in #Jordan and reminds everyone to stay inside!

Please RT to be #co…"
21456,neutral,Growing calls to evacuate Greek refugee camps amid virus threat https://t.co/rZf40pNt94 #InternationalTravelNews https://t.co/LVBNQv5agw
82380,neutral,"RT @HasaanUtg: #ModiConvertedIOKtoHell
The Indian government should repeal the amendment and ensure that any future national asylum and ref…"
16534,neutral,"Check out our guide from Dan Berger and @syale to immigration issues on #highered 🍎 campuses.

https://t.co/DLFzEDntLq"
77636,positive,"@GrimmGS @HailMaryHumble Funny that he is the first to support gay marriage at a federal level

Should be fighting… https://t.co/pr79qGECLA"
38515,neutral,"“that’s why i moved to a refugee camp ... to learn from people so i could get back to reality.”
🇵🇸🇵🇸🇵🇸 https://t.co/qJAm9eRfZw"
25141,neutral,"RT @BehzadFatmi: I have a harrowing #Covid19India story to tell. 

I and my wife arrived at 12:30 PM on Saturday, 21st March at Delhi's Ind…"
67946,positive,RT @WarChildHolland: An outbreak of the #coronavirus could spread easily through the overcrowded #refugee camps or settlements. Because of…
23186,neutral,merkel's foolish refugee policies will inevitably stunting my mam and showy lead
2890,neutral,RT @akrokentrwos: It is obvious that Turkey threatens Greece.  Turkish f-16 violate the Greek airspace at Evros  and annoy  the Greek  heli…
32316,positive,"Global Shutdown of All Nonessential Commercial Travel, Business &amp; Movement. Priorities: Free COVID19 testing, free… https://t.co/BdPgZMHL2T"
20716,positive,"SPECIAL ANALYSIS: #Turkey ’s use of #syrianrefugees as political pawns was one of the most tragic, heart-rendering… https://t.co/4DkqpdXp8C"
36310,positive,"RT @ausmazehanat: This was one of my favorite interviews...mainly because the incredible @aboutabeer did so much research, and asked questi…"
16352,neutral,"[OPINION] Stop manipulation of refugees by 
@DavidBondia
  https://t.co/837Uxyo81T #refugeecrisis https://t.co/wHWhKMRuql"
35360,positive,RT @Anaetius: The Turks are bussing in thousands of Islamists to Hellenic borders while televised mullahs urge them to take the free transp…
76180,positive,"RT @ozcrimenews: Australia has 1.2 million temporary worker, visa holders.

""You're very welcome here, however if you cannot support yourse…"
72447,positive,"It's time to get admitted to the #Asylum....
New album from @therealkquick ""Asylum"" out now on all music platforms… https://t.co/PCgiKonrRK"
8336,negative,at what point do I just become a refugee and stay in canada because my own country is too dangerous and goddamn insane to go back to?
82510,neutral,@maitethia_mbaya This also happens a lot  in South Africa.. People get a visitors visa then wen it expires they go… https://t.co/T5ikS87DbB
8916,neutral,Imagine the US without Jewish immigration... https://t.co/iMhwzABmES
6382,neutral,you can see former @UCLbasc student Raphael talk about his experience as a Laidlaw Scholar at… https://t.co/BtJzmMwYJW
20022,positive,"- Suspend all immigration
- Enforce mandatory quarantine for those testing positive
- Suspend mortgages, student lo… https://t.co/5b8Hn6l37T"
15025,positive,"RT @theblaze: Joe Biden vows 'no deportations' in his first 100 days. And after that, only convicted felons will be removed. https://t.co/b…"
69180,negative,RT @dwnews: Bangladesh is trying to prevent the outbreak of the #coronavirus in Rohingya refugee camps. An outbreak can be dangerous as the…
23173,neutral,"Just started listening to @GeorgeThePoet and this episode opened my ears to the Libyan slave trade, just imagine si… https://t.co/GjpaEvaMMS"
35326,neutral,"RT @Refugees: We work with our partners and Governments to step up measures for possible outbreaks of #coronavirus - affecting refugees, di…"
81818,positive,@realNaveenM @geddy_vedder @SynarchyKitty @HowieHawkins 5. How many times has Biden apologized for trusting Bush ab… https://t.co/G5JKon8XHw
68241,positive,"#SaudiArabia provides corona virus treatment free of charge to [citizens, non-citizens, and immigration offenders].… https://t.co/vI4VYZqZpA"
26986,positive,That virus not as bad as some like to believe media causes panic which leads to fear leads to confusion leads to ch… https://t.co/ijeJeaDOPB
44978,neutral,@DHS_Wolf does ICE have a plan to keep COVID-19 from spreading amongst detainees? And how does it benefit to keep a… https://t.co/nwfUTjRiQ1
5386,neutral,"Mirrored in her book “America for Americans,” Lee highlights America’s prejudiced immigration history.
By Leigh App… https://t.co/Sf9TrVHOXF"
75007,negative,"#TurkeyIsATerrorState
#invasion #IllegalAliens
#GreeceUnderAttack 
Turkish ships preparing to smuggle illegal immig… https://t.co/CvETdy6F5B"
79924,neutral,"mom, anti-Nazi, veteran, and anti-Nazi. I am East and South citizen and refugee."
16731,neutral,@anyikowoko Believe it or not... it starts at immigration as soon as I land in Nairobi or any time I have to call t… https://t.co/gjHaheFfwG
85584,neutral,"""What Should TPS Recipients Consider Before Heading North To Canada?"" https://t.co/vNrdo7Tjy4 #TPS #asylum #Canada… https://t.co/uK2nNZAwxR"
35341,neutral,@johanscouse Facts from where? In the years before the Brexit election NOBODY was talking about leaving Europe. Sin… https://t.co/buowRpwfB5
17744,positive,"RT @UNICEFEducation: Family.
Friends.
Hope.
Refugee &amp; migrant children lose much more than the roof over their heads - and without #educati…"
38680,neutral,RT @SeymaBayram0: Hey 👋 a former refugee here who has had to stay in confined spaces for months at a time &amp; rarely left camps over 15 month…
32353,positive,"RT @disolis: NEW: Could immigration courts get more chaotic? 
Coronavirus adds to stress. Fights, riot at Texas detention centers come as c…"
79493,neutral,"RT @sellerjpl2000: Joe Biden;Q?
Platform
Health Plan
Immigration
Trade
Taxes
Border
Growth
1st 100 days
V.P.
Ukraine
Impeachment
CONGRESS
A…"
31440,neutral,RT @rohanrgupta: Congress President Smt. Sonia Gandhiji writes to PM regarding transit of Migrant Workers ! https://t.co/oaVFWtCYwq
38865,positive,Appeal to the High Commissioner for #Refugees and #Human_Rights Communities Against Cancelation of the Health Cover… https://t.co/dk3Y979c6a
12314,negative,"RT @Greece_ChinaFG: #GreeceUnderAttack 
A vehicle of the turkish police tries to destroy the border-fence when our Army appears. Then they…"
20364,neutral,@MFABhutan notifies re-entry of all foreigners holding valid visa/work permits/other immigration permits travelling… https://t.co/xMMxNTG2VR
24111,positive,"RT @ETito604: @IlhanMN Wtf do deportations have to do with this?

Lol"
67841,positive,"RT @JCWI_UK: 🎉Great news!🎉
The UK needs to follow Spain's lead and release all immigration detainees NOW!"
23759,negative,"As we prepare for the worst of #COVID19NIGERIA, response should be as emergent as though we have a refugee situatio… https://t.co/H3fKnIZ0hr"
41666,positive,We deal in all kind of migration matters. Book an appointment +61-02-86785756 &amp; Get expert guidance from Hope Immig… https://t.co/ch7BevLo6C
36866,positive,"RT @Jageshw83642789: #Benefits_Of_Satsang
If you want to know how one can attain complete salvation, and how can one achieve God, then one…"
43339,neutral,"RT @mattyrwalsh: Spare a thought for the returning migrant workers of Shan State &amp; Wa Region, Myanmar 🇲🇲, some of whom will do 14 days in t…"
80885,positive,RT @Maryam_ysfzai: A refugee from Afghanistan of Turkmen ethnicity becoming doctor in Pakistan and  fighting Corona Virus While on the othe…
69216,positive,"The ""Chief Minister's Special Assistance"" issued by the Bihar government to help the migrant Biharis will remove th… https://t.co/IY3NfIBSKQ"
18128,negative,RT @Bernieadufe: Its a fucked up world when an asylum seeker in his 50s who has been here for 14 years is told to present himself for depor…
7233,positive,"@MvonBadorff @birminghamatlas @Femi_Sorry migrant crises, hard to control the impact with free movement, countries… https://t.co/abSCBsW7eP"
10067,neutral,@TcatMPS Why do you care?
79422,negative,SNP MP calls for overhaul of ‘broken’ refugee housing system after evictions ruling https://t.co/MaS89Icbmk
81130,positive,RT @JFCrisp: Excellent for IOM to be acknowledging this.
70836,positive,The number of @ICEgov employees who have tested positive for #COVID19 continues to increase. Immigration attorneys… https://t.co/66FYIDFyYk
30894,negative,Remote hearings in the immigration tribunal: what could possibly go wrong? https://t.co/DOb9zKOr4b via @NonProfitBlogs
70815,negative,RT @briantopping66: The borders should remain closed for the remainder of the year and we should put a halt on immigration and visas for a…
42322,positive,"... its worth remembering how the Trump administration initially responded to the virus.
 
By treating it primarily… https://t.co/5P7EXkZBpI"
80068,positive,RT @FAIRImmigration: Colorado and Washington both enacted new laws aimed at stopping Immigration and Customs Enforcement (ICE) from arresti…
77044,neutral,RT @ndtv: NDTV - @OxfamIndia #India4All telethon | | Actor and Director Nandita Das  [@nanditadas] on the impact of  #CoronavirusLockdown o…
22333,negative,"RT @europe_rising: “Case for suspending admission of ALL temporary workers, with few exceptions, until the crisis subsides &amp; the economy be…"
32429,neutral,@_Psykedelic I’ll be damn if someone take my Jerusalem refugee 6s
37925,negative,"RT @TOIBareilly: Hundreds of migrant workers, with women and children, were forced to take bath in sodium hypochlorite solution (a disinfec…"
37237,positive,"(2/4) it's nuanced - it is a story about relationships, about immigration, about adoption, identity, about love and… https://t.co/QQeIv4CCJj"
28534,negative,"RT @UNrefugees: Iraqi-born refugee Sam owns a cleaning business in Perth and, due to some client cancellations, has an oversupply of toilet…"
45976,positive,RT @AStrongerOZ: Labor wants to increase Australia's refugee intake that Australian taxpayers must foot $6B......only god knows where all t…
8618,negative,Turkish Brute Force: Migrants Forced to Cross Greek Border at Gunpoint https://t.co/iAFL27U1zz #Immigration… https://t.co/xtRtRZy8wz
20405,positive,"RT @openDemocracy: A new exhibition celebrates the work of two dozen women photographers who sought refuge in Britain in the 1930s.

Some o…"
19688,positive,Helpful new resource on Families First Act: Access to Health Care for Immigrants and Their Families - National Immi… https://t.co/e1PbqS3dFy
85953,neutral,"The current climate *may* make it possible to shift *some* conversations on migration.

But, as I wrote for the Fab… https://t.co/pTyT1exteg"
37232,neutral,"13 satanic bloodline families

They have fingers in every corner of the globe.

For over 25,000 years, their goal w… https://t.co/sR3z6udGkh"
83515,neutral,"@bajakevin @BreezyLovinInWV @TitusNation Judging by our current “Trump-lite” government, if you come by refugee boa… https://t.co/quprfDjJvG"
16226,negative,"@SCPrice5 @JohnFugelsang If Jesus is here now, he's a tiny little Syrian refugee girl."
37929,positive,"RT @LivingRefArch: If you are aware of any journals, magazines or newsletters that could be digitally preserved and made accessible as part…"
24792,neutral,RT @realTuckFrumper: ‘I Fear For My Life’: Detained Families Are Terrified Of Coronavirus https://t.co/CGJEzHEI00
71294,positive,I am Right and South citizen and refugee. Views are my own.
28179,positive,"Happy #IndependenceDay to all #Greek friends!!! 🇷🇸🇬🇷🇷🇸🇬🇷🇷🇸🇬🇷
#Serbia #Greece #Ortodox 
#Greece_under_attacκ… https://t.co/XBnRxx3L4W"
31987,neutral,You would take in illegals and asylum seeker's thou no problem. 🤔 https://t.co/dvtpMdEmtv
9829,neutral,"RT @ANI: MHA: All passenger movements through all immigration land check posts at India-Bangladesh, India-Nepal, India-Bhutan, India-Myanma…"
66619,positive,RT @ColinYeo1: Has also happened in Portugal. This is surely the right thing to do in the UK as well. In UK law it is unlawful to detain so…
4360,neutral,"RT @Ytttttyytty: @WeVoteJoe @jaketapper @JoeBiden Why do you want to ruin our future? Joe has no climate, affordable college and healthcare…"
19295,neutral,@IngrahamAngle You know that scene in the movie Noah with Russell Crowe when the horde is trying to get on the ark… https://t.co/tEA1CN9PEM
25244,positive,At least may pa love letter ang canadian and nz immigration for the delay sa release ng visa
81732,neutral,"RT @TheBengwin: @RCgothic @CaramelTango @TheAndyMaturin I'd of never made it into this country on a points based immigration system.

Now..…"
69282,neutral,@JamiesonV @Dantey114Mo @PenguinClass @penguinkids @RodeenLiterary I was very moved by this book. Can't help but wo… https://t.co/6bwXeEZKEI
21108,neutral,"What else does he have to say, for you to understand?

#IStandWithGreece
#Greece_under_attack https://t.co/EzXSCNNLAG"
86002,neutral,Upon instruction of #AP_IRCS Today Hyderabad IRCS Volunteers rescued 30 migrant from  struck in Boduppal gave them… https://t.co/llXbo1917K
65766,neutral,"The court cannot force the government to listen to all the ideas,state governments have already taken over building… https://t.co/oNrrU96wUC"
13423,positive,My latest article on the coronavirus virus in the Middle East. Gulf states have some of the better healthcare syste… https://t.co/aVCMcg7mwT
3389,neutral,"RT @oulosP: 1) On February 28, 2020, an article published in the NYT titled ""Turkey Pressing OP for Assistance to Syria Threatens to Open B…"
18798,neutral,"Erdogan in talks with European leaders over refugee cash for #Turkey via @guardiannews

In 2016 the EU pledged €6bn… https://t.co/3Hrjgj8Krp"
74221,positive,RT @rantsnbants: From the “we want our country back” rhetoric to praising migrant workers in the #NHS 🤣 life comes at you fast!
42390,neutral,"RT @aclukansas: Last week, the Wyandotte County DA declared no one would be arrested or detained while seeking medical help or being outsid…"
3400,negative,"#Asylum ?
What is asylum?
You mean the asylum that gives a person $3800 a month?
This is 
#OutOfcontrol
Not right i… https://t.co/qtxShY7gm7"
2542,negative,RT @ReichlinMelnick: A tense moment right now between @RepDWStweets about ICE's role in embedding some deportation officers in Office of Re…
76247,negative,".@selenagomez speaks exclusively to @VogueArabia about immigration, her family’s past crossing the border from Mexi… https://t.co/ep71jvubIy"
40074,neutral,@Sanjay_Dixit 12. Immigration department is sharing the Passenger details of such Tabligh Jamat foreigners with Sta… https://t.co/uYRCKSOBUK
39686,neutral,RT @JackofDorset: @SocialM85897394 All of them and when he says London is open for business he means mass immigration in return for votes
25977,positive,"RT @WeAreUnidosUS: ""That day, I embraced being unapologetic about my lived experience. I became the first low-income Latino Representative…"
85944,positive,RT @Hastings_Buddy: We have updated our statement on arrivals of refugees in Hastings due to new developments yesterday.  You can read it o…
34691,neutral,"Joe Durant &amp; family donated #PPE in honor of father/grandfather, Dr. Thomas Durant, humanitarian, physician, former… https://t.co/2kOfu8FOr2"
36501,neutral,"RUH  ROH!  The MSM is LYING to US … AGAIN ???

@POTUSPress  https://t.co/cLHPVoR8Kd  #IStandWithItaly… https://t.co/IZhhmXaO4R"
67368,neutral,"RT @MeckeringBoy: Morrison says everyone’s essential.
Historically:
You’re a *burden* if you’re: an asylum seeker, unemployed, unionist, ag…"
1058,neutral,RT @Akalogian: @nytimes This is the actual place of the aerial photo that you published!!! The content of this article is #FakeNews #FakeNe…
9836,neutral,"Immediate evacuation of #migrant camps in #Greece needed to contain #coronavirus , says MSF (via ⁦@euronews⁩ )  https://t.co/llfudHkmCp"
25027,positive,RT @MagellanMusic: Today in 1973 the Immigration Dept ordered John Lennon to leave the U.S. within 60 days. A legal battle ensued that woul…
24112,neutral,@MoleDelta @jessphillips @patel4witham They're not in prison. They're in an immigration detention centre. If you do… https://t.co/BWvqJcY1sk
79205,positive,RT @UNHCRCanberra: #Coronavirus doesn't care who you are. That's why it's more important than ever to make sure we include refugees and the…
4642,negative,RT @Chutintorn_Sam: Visa for all foreigners currently in India are valid and they may even seek extension. - Bureau of Immigration https://…
14389,neutral,With everyone finding Wheatears today I thought I would give my migrant site a go. No luck with Wheatear but I had… https://t.co/L1S09Z8IiW
15065,neutral,"4 global problems that have been overshadowed by the #coronaviruscrisis 
1. Locust outbreak and food insecurity ris… https://t.co/zZGn9mjHFC"
29064,negative,Home Office must change its restrictive rules &amp; allow marginalised groups to access desperately needed support -… https://t.co/uAxlIQnCUB
36140,negative,Ex-CIA Analyst Exposes CNN&amp;#8217;s Anti-Trump &amp;#8216;Fact Check&amp;#8217; as Literal Fake News = #CNN_IS_CIA… https://t.co/gY0aRf6gtl
21198,positive,"RT @A_CAA: So pleased that @Vision_Fdn  will be supporting our 'Promoting eye health and care to migrant, refugee and isolated BME women an…"
10316,positive,"@GeraldoRivera 
VERIFIED on SOCIAL MEDIA
1. China lies about its data on Coronavirus to prop up its regime
2. China… https://t.co/H4Dezl31Gt"
16647,neutral,"RT @RESCUEorg: Tecle Gebremicheal, a refugee from Ethiopia, and his friend Ryan Peck. Despite running for the same city council seat in Boi…"
20384,positive,"So far, local governments across China have helped 9138 key manufacturers recruit 370,000 workers, and arranged cha… https://t.co/udb6iaT9o6"
24312,positive,Many people in the refugee camp are also thought to be infected by this way.
41268,neutral,$350 million to the State Department for “migration and Refugee Assistance.” This funding would help minimize the v… https://t.co/CCwh7OzmCh
71366,neutral,"RT @BeachMilk: In an admission the French government has LOST CONTROL of their country, French officials say that they won’t enforce Chines…"
78262,positive,@Triplejay58 I wouldn't quite word things in that way Jenny but I agree with you. An innocent refugee escaping wars… https://t.co/HZOyR4ID6b
18427,positive,RT @BaskingSnark: I'm much more at risk from all my snowbird neighbours returning from Florida than I am from an asylum seeker. https://t.c…
74102,neutral,"@RichardBarrow My job ended, had to go to OneStopBkk to get WP &amp; N-Imm B visa cancelled officially; OS told me to g… https://t.co/O7oi5VPvsj"
7168,neutral,"RT @amdowdican: Dutch &amp;Slovenians join the Poles ,Italians, Austrians &amp; Hungarians 2help defend #Greekborder .Would we need this against re…"
85138,neutral,RT @TXShamrock665: How can these Bros call themselves #Resisters &amp; then vow not to vote? Do they not understand what’s at stake? Supreme Co…
25182,neutral,@EvanLSolomon If Trudeau has tabled that despicable legislation it would have been the darkest day in Canadian parl… https://t.co/k1uwsRTud7
76047,negative,"RT @Sootradhar: BJP supporters cooking extra meals at their own home for senior citizens, migrant workers and poor being told cant deliver…"
66574,positive,The “Bernie votes against immigration” coming from the whites is so funny to me. Y’all know damn well Bernie voted… https://t.co/CrOTQcOvdl
18620,positive,"RT @Ouinston: After his crushing diplomatic defeat, @RTErdogan found a convenient excuse in the coronavirus pandemic to pull back his refug…"
66808,positive,"RT @worldvisioncan: ""You cannot #socialdistance from people in a place like this, where there are so many people in such a small, densely p…"
45020,positive,Why couldn't the movement of migrant labour have been better planned with stronger coordination between center &amp; st… https://t.co/4Omw5zC8bR
32116,neutral,"Greek Army, Frontex and Police defend #Europe. 
Doctors and Nurses fight against #COVIDー19 
The only thing we can d… https://t.co/uuF05vh9vG"
74092,neutral,RT @The_NewArab: In-depth - 'Internet ban spreads #coronavirus fears faster than infection at #Rohingya refugee camps' https://t.co/Gvv0dgF…
41109,neutral,"RT @JeffGammage: BREAKING: Maddie, the 7-year-old Guatemalan girl held in family immigration detention longer than any other child, has bee…"
745,negative,RT @G_Karayannis: there will be peace when they love their children more than they hate us #IStandWithGreece #TurkeyIsATerrorState https://…
79150,neutral,"Germany, Luxembourg to take in migrant children from Greece (from @AP) https://t.co/zydpbbRYYi"
33572,positive,@GeoEdResearch Add to that that we were in mid.  acad. integrity crisis: cheating ramping up so fast at our school… https://t.co/pGvyLXvVmx
73821,neutral,"RT @t_d_h_nair: The Chief Justice of India is asking when the govt is providing food to the migrant labourers, why do they need money?

Are…"
38559,positive,"The SHAME of Europe. You are responsible @vonderleyen
Migration: tales of brutality along Europe’s borders… https://t.co/3T8OI4TKaK"
